retrieval_type,filter_type,prompt_type,generator_type,query,retrieval_time,retrieval_recall,retrieval_precision,retrieval_f1,retrieval_mrr,retrieval_ndcg,retrieval_average_precision,retrieval_mean_score,retrieval_max_score,retrieval_min_score,filter_time,prompt_time,generation_time,total_time,answer
chroma,percentile_cutoff,fstring,ollama,How many wins does the Notre Dame men's basketball team have?,0.17038488388061523,0.0,0.0,0.0,0.0,0.0,0.0,0.7413957948195627,0.874004508328275,0.652469488866157,0.03906416893005371,1.5974044799804688e-05,2.13419508934021,2.3436601161956787,"Based on the information provided in the passage, we can answer the following questions:

1. How many wins does the Notre Dame men's basketball team have?
Answer: Over 1,600.
2. How many schools have a similar men's basketball record to Notre Dame in terms of wins?
Answer: 12.
3. How many teams participate in the Notre Dame Bookstore Basketball tournament?
Answer: Over 700."
chroma,percentile_cutoff,fstring,ollama,What was the child's name?,0.18935513496398926,3.0,0.6,0.9999999999999999,1.0,2.0177825608059994,2.6,0.5625229869331425,0.6209624995852217,0.511971221582195,0.07470107078552246,3.814697265625e-06,1.085386037826538,1.3494460582733154,"I apologize, but the answer to your question is not ""Elisabeth."" The correct answer is ""Blue Ivy Carter."""
chroma,percentile_cutoff,fstring,ollama,How many BA majors does the College of Arts and Letters at Notre Dame offer?,0.10642504692077637,3.0,0.6,0.9999999999999999,1.0,1.8868528072345416,2.2666666666666666,0.7369453893688429,0.8572184640979617,0.6924242419848841,0.09572410583496094,4.0531158447265625e-06,2.1869311332702637,2.3890843391418457,"The College of Arts and Letters at Notre Dame offers 33 Bachelor of Arts (B.A.) majors.

There are more than 50 doctorate and masters programs available at Notre Dame.

The College of Arts and Letters at Notre Dame granted its first degree in 1849."
chroma,percentile_cutoff,fstring,ollama,AVERAGE_METRICS,,1.1,0.22000000000000003,0.36666666666666664,0.3,0.6853094486919933,0.9866666666666667,0.6422458490609019,0.7540241216291278,0.5874476052383895,,,,,
chroma,percentile_cutoff,long_text_reorder,openai,What was the name of the film that Gwyneth Paltrow starred in as a musician?,0.07425904273986816,0.0,0.0,0.0,0.0,0.0,0.0,0.4422953683448986,0.4511487455581792,0.43644486958187695,0.06036019325256348,5.245208740234375e-06,0.46994876861572266,0.6045732498168945,Country Strong
chroma,percentile_cutoff,long_text_reorder,openai,What album did she re-release in Spanish?,0.06471705436706543,5.0,1.0,1.6666666666666667,1.0,2.9484591188793923,5.0,0.6847754853918343,0.7584087764945623,0.6490640734897212,0.09439206123352051,5.0067901611328125e-06,0.9154279232025146,1.0745420455932617,"Beyoncé re-released her album ""B'Day"" in Spanish, recording several Spanish songs for it."
chroma,percentile_cutoff,long_text_reorder,openai,Work on a germ-free-life ended up in the creation of which Notre Dame institute?,0.035643815994262695,0.0,0.0,0.0,0.0,0.0,0.0,0.6947584013708029,0.8839736720530201,0.5887429298170022,0.050322771072387695,5.9604644775390625e-06,0.8030068874359131,0.888979434967041,The Lobund Institute.
chroma,percentile_cutoff,long_text_reorder,openai,"Catholic people identified with Notre Dame, what religious group did people feel Yale represented?",0.03839898109436035,0.0,0.0,0.0,0.0,0.0,0.0,0.6661060124017625,0.9439466813010735,0.5880333902050774,0.07959103584289551,6.9141387939453125e-06,0.486713171005249,0.6047101020812988,Yale was associated with the Protestant establishment.
chroma,percentile_cutoff,long_text_reorder,openai,"Outside of an institute studying animals, what other institute did Cavanugh create at Notre Dame?",0.02404189109802246,0.0,0.0,0.0,0.0,0.0,0.0,0.7845594383444073,0.9119523325691712,0.7014051262071654,0.07460927963256836,5.9604644775390625e-06,0.5231599807739258,0.6218171119689941,Medieval Institute
chroma,percentile_cutoff,long_text_reorder,openai,Who personally influences Beyonce?,0.03641319274902344,0.0,0.0,0.0,0.0,0.0,0.0,0.5671030954222336,0.5671030954222336,0.5671030954222336,0.07323789596557617,9.059906005859375e-06,0.7516229152679443,0.8612830638885498,Her marriage to rapper Jay Z and portrayal of Etta James in Cadillac Records influenced Beyoncé.
chroma,percentile_cutoff,long_text_reorder,openai,What do other critics claim?,0.039381980895996094,0.0,0.0,0.0,0.0,0.0,0.0,0.5419965182115318,0.6715224408815802,0.48681761522758055,0.05620884895324707,5.0067901611328125e-06,2.246471881866455,2.3420677185058594,praise her range and power
chroma,percentile_cutoff,long_text_reorder,openai,How many wins does the Notre Dame men's basketball team have?,0.1274712085723877,0.0,0.0,0.0,0.0,0.0,0.0,0.7413957948195627,0.874004508328275,0.652469488866157,0.07192111015319824,5.245208740234375e-06,1.024073839187622,1.2234714031219482,"The Notre Dame men's basketball team has over 1,600 wins."
chroma,percentile_cutoff,long_text_reorder,openai,What was the child's name?,0.10700416564941406,3.0,0.6,0.9999999999999999,1.0,2.0177825608059994,2.6,0.5625229869331425,0.6209624995852217,0.511971221582195,0.0492711067199707,6.9141387939453125e-06,0.6502938270568848,0.8065760135650635,Blue Ivy Carter
chroma,percentile_cutoff,long_text_reorder,openai,How many BA majors does the College of Arts and Letters at Notre Dame offer?,0.06307816505432129,3.0,0.6,0.9999999999999999,1.0,1.8868528072345416,2.2666666666666666,0.7369453893688429,0.8572184640979617,0.6924242419848841,0.05472421646118164,5.7220458984375e-06,0.8442869186401367,0.9620950222015381,The College of Arts and Letters at Notre Dame offers 33 BA majors.
chroma,percentile_cutoff,long_text_reorder,openai,AVERAGE_METRICS,,1.1,0.22000000000000003,0.36666666666666664,0.3,0.6853094486919933,0.9866666666666667,0.6422458490609019,0.7540241216291278,0.5874476052383895,,,,,
